# project_name=keliya solverstep_min=20
t_next,delta_nst,delta_nfe,delta_ncfn,delta_netf,h_last,h_cur
17383320.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383340.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383360.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383380.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383400.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383420.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383440.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383460.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383480.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383500.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383520.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383540.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383560.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383580.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383600.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383620.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383640.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383660.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383680.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383700.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383720.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383740.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383760.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383780.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383800.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383820.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383840.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383860.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383880.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383900.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383920.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383940.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383960.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383980.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384000.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384020.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384040.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384060.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384080.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
