# project_name=xinanjiang solverstep_min=20 epsilon_m=1e-06
entity_type,entity_id,flips_sf,flips_us,flips_gw,flips_stage
ele,661,143,0,0,0
ele,662,131,0,0,0
ele,663,143,0,0,0
ele,664,133,0,0,0
ele,665,119,0,0,0
ele,666,61,0,0,0
ele,667,121,0,0,0
ele,668,129,0,0,0
ele,669,111,0,0,0
ele,670,135,0,0,0
ele,671,131,0,0,0
ele,672,125,0,0,0
ele,673,167,0,0,0
ele,674,125,0,0,0
ele,675,115,0,0,0
ele,676,97,0,0,0
ele,677,123,0,0,0
ele,678,181,0,0,0
ele,679,87,0,0,0
ele,680,119,0,0,0
ele,681,123,0,8,0
ele,682,101,0,0,0
ele,683,99,0,0,0
ele,684,81,0,0,0
ele,685,119,0,8,0
ele,686,109,0,0,0
ele,687,111,0,0,0
ele,688,66,0,0,0
ele,689,111,0,0,0
ele,690,155,0,0,0
ele,691,111,0,0,0
ele,692,198,0,14,0
ele,693,321,0,12,0
ele,694,114,0,0,0
ele,695,261,0,12,0
ele,696,88,0,0,0
ele,697,111,0,14,0
ele,698,195,0,12,0
ele,699,99,0,0,0
ele,700,122,0,0,0
ele,701,121,0,16,0
ele,702,141,0,16,0
ele,703,197,0,14,0
ele,704,60,0,0,0
ele,705,119,0,0,0
ele,706,145,0,14,0
ele,707,125,0,0,0
ele,708,137,0,14,0
ele,709,133,0,0,0
ele,710,139,0,14,0
ele,711,157,0,0,0
ele,712,255,0,16,0
ele,713,268,0,8,0
ele,714,167,0,8,0
ele,715,113,0,10,0
ele,716,180,0,6,0
ele,717,117,0,0,0
ele,718,97,0,0,0
ele,719,129,0,0,0
ele,720,125,0,0,0
ele,721,77,0,0,0
ele,722,115,0,0,0
ele,723,93,0,0,0
ele,724,217,0,4,0
ele,725,127,0,0,0
ele,726,135,0,10,0
ele,727,121,0,0,0
ele,728,131,0,12,0
ele,729,161,0,4,0
ele,730,113,0,0,0
ele,731,123,0,0,0
ele,732,125,0,8,0
ele,733,111,0,0,0
ele,734,111,0,0,0
ele,735,101,0,0,0
ele,736,125,0,0,0
ele,737,177,0,10,0
ele,738,125,0,0,0
ele,739,135,0,0,0
ele,740,129,0,8,0
ele,741,229,0,12,0
ele,742,137,0,12,0
ele,743,97,0,12,0
ele,744,129,0,0,0
ele,745,151,0,12,0
ele,746,107,0,0,0
ele,747,143,0,12,0
ele,748,125,0,0,0
ele,749,68,0,0,0
ele,750,115,0,0,0
ele,751,147,0,12,0
ele,752,4775,0,0,0
ele,753,139,0,12,0
ele,754,141,0,0,0
ele,755,137,0,0,0
ele,756,131,0,0,0
ele,757,153,0,0,0
ele,758,137,0,0,0
ele,759,91,0,0,0
ele,760,107,0,0,0
ele,761,135,0,0,0
ele,762,100,0,0,0
ele,763,153,0,16,0
